Vertex,Label,CommunityID
1201,Vinaum8,8
1202,jwdutra,31
1203,rdtecnologia,31
1204,ramonmatias19,31
1205,coffeverton,31
1206,eduardoboca,31
1207,JGabriel963,3
1208,EffEmPee,3
1209,jjctmoto,3
1210,g-vrd,8
1211,jrcobenar,3
1212,przewodo,3
1213,diogodomanski,0
1214,agenciasinapse,62
1215,Lucasjnt,62
1216,jvamancio,62
1217,negociartech,62
1218,marcolinoffls,62
1219,fabiodevn1,62
1220,DouglasSalvagni,109
1221,srpavani,20
1222,guipi3,20
1223,vdiaza,20
1224,ssouza,20
1225,JVSC99,20
1226,Tuphiq,3
1227,Vitorwerneck,3
1228,GranamyrBR,3
1229,franklinmoreiras,3
1230,multideskio,10
1231,CampeloMarcos,10
1232,mathias-ctrl,10
1233,CarlosSLoureiro,62
1234,llfaria,62
1235,hatembadran,26
1236,wandrey7,15
1237,halarumdigital,10
1238,gmarruda,10
1239,ArielS1,18
1240,kuncoroatmojo,24
1241,muava12,8
1242,alenicomar,24
1243,MaiconFelicio,24
1244,martoni891,8
1245,robinhodemorais,8
1246,Rodribm10,10
1247,santos78-hub,23
1248,amirhamzh,23
1249,Pantaleaogc,23
1250,agencia904,15
1251,EduardoDos-SantosP,23
1252,dv336699,10
1253,leonardopilz,10
1254,guigagb,31
1255,joaopauloit,2
1256,FabioHAraujo,3
1257,nayralopes,2
1258,JOESTAR117,0
1259,crmkt,0
1260,factcil-web,0
1261,fakipper,0
1262,leonardo-lacerda,0
1263,GustavoElevenX,0
1264,Limeirelles,0
1265,george-WSS,26
1266,iagocotta,26
1267,pedro-php,26
1268,autotrafego,26
1269,ygorsantana,26
1270,clsshbr2,26
1271,faganello,26
1272,martinsjr,26
1273,prospeccaodigital,26
1274,IGPGCOMERCIO,3
1275,autonom-ia,9
1276,axonia-tools,2
1277,marcelinhov2,8
1278,brunopinto123,3
1279,R4T0,3
1280,osombot,8
1281,GabrielAlmeida987,110
1282,nerosolutions,4
1283,kyulucas,4
1284,vinidevai,4
1285,gtjadsonsantos,4
1286,ryzinN,4
1287,viniciusvieira00,4
1288,fabiofrances,22
1289,tmsdesarrollo3,18
1290,romiltolopes,4
1291,Infomaquina,4
1292,LucasCorrei,4
1293,jayveloper,4
1294,gdok-gestao,4
1295,edimarsiqueira90,5
1296,Felizolinha,5
1297,Jeferson-Diniz,5
1298,RafaFenix,33
1299,andersonid,33
1300,gcbcarneiro,5
1301,augustobr1to,33
1302,andressalvarez,5
1303,grupojr7,15
1304,tuliosousapro,5
1305,davidneyravyr,5
1306,MMaiconnascimento,5
1307,MustaCH,5
1308,nitinsanghi,5
1309,BryanVillaDev,22
1310,Saccomani,22
1311,italomarcelogit,4
1312,DarciCJr,4
1313,dctsistemas,4
1314,joao-baza,20
1315,matefs,3
1316,deivid2025,3
1317,luisphtrindade,3
1318,igordeloyola,3
1319,emarineli,3
1320,liota,8
1321,Pezhvak,18
1322,ap4everthing,8
1323,fernandoa935,8
1324,lmontelatto,8
1325,rcesar,10
1326,jrafael29,10
1327,bergpinheiro,10
1328,JordyContador,10
1329,alissonamorim2004,10
1330,ElitonJSJr,10
1331,DiegoFalabella,10
1332,ribeiro-automatize,10
1333,admdanielspalma,8
1334,ifai-ai,18
1335,tiburssio,18
1336,Matheus-SS,18
1337,rafaelmenon,8
1338,GilMedeiros,20
1339,prudenciooficial,20
1340,Gabriel-oc1,8
1341,Raulcvf1,8
1342,usjavs14,8
1343,IchthysMaranatha,8
1344,Bruno-Butzke,15
1345,osmarkozanjr,3
1346,luislhsc,10
1347,parkejunior,10
1348,raphamzn,10
1349,paulop,10
1350,lucasnp92,10
1351,nikolinm,10
1352,luizphelipes,10
1353,NieriDantas,10
1354,PetersonFonseca,10
1355,brunoagentes2025-dot,10
1356,marcelloinfoweb,31
1357,alebraso,3
1358,elimesquita,3
1359,ravanellodev,3
1360,iphoneconsult,0
1361,Romulorib25,0
1362,darkklin,22
1363,sergio-scardigno,22
1364,patrickmau,24
1365,yewkay,24
1366,sergiodmcosta86,24
1367,jaimenasser,0
1368,luismata01,0
1369,scsrat,0
1370,Pbizado,3
1371,rojdev,3
1372,eugeniocarvalho,11
1373,marcelo-candido,22
1374,juanjosesarabia,22
1375,Samu3l-95,22
1376,tecvirtua,22
1377,maisSistemasDev,22
1378,charlesbatemarque,22
1379,PabloBernar,22
1380,dih1,22
1381,moraiscode,22
1382,IntezMercurio,22
1383,lucasstro,22
1384,oluanferreira,22
1385,rrnazario,22
1386,Vutsoga22,22
1387,erpwoosync,24
1388,thexiox,24
1389,Wibbox,3
1390,IgorFSSilva,0
1391,Hedriss10,11
1392,bparreira17,22
1393,caiython,11
1394,al3xv0lk,11
1395,chetanshintre,6
1396,RodrigoFacioDev,6
1397,kondurisai,6
1398,luisotavio756,6
1399,Juan-Alves-1,6
1400,ip2cloud,24
1401,cowaleinc,24
1402,n-qber,24
1403,arthurprudenteres,24
1404,diego-lipinski-de-castro,24
1405,ViniciusLucas14,62
1406,AL-ALIE,62
1407,thiago-rferreira,62
1408,MarceloArraes,62
1409,barto95100,62
1410,claudiocorazza,16
1411,SandroAlmeidaDev,24
1412,ervaloliveira,24
1413,AbdelrahimE,24
1414,phrodriguesilva,24
1415,lucasbolanho,24
1416,doazeite,24
1417,VinnyZK,24
1418,brunoclc,24
1419,douglasvargas1995,24
1420,PedroTigre123,24
1421,rod-tay,24
1422,rodrigobg,62
1423,ideiabot,62
1424,danilosouza-dev,62
1425,Orbe2025,62
1426,GMCloudCorp,62
1427,HugooSantos,17
1428,aaguilare,17
1429,cedric-sd,26
1430,ojauumdev,3
1431,adryansf,3
1432,gerson-henrique,5
1433,techwavedev,5
1434,willianxzy,5
1435,MarcosPPL2,5
1436,carrilloapps,5
1437,WillianyV,5
1438,AdonisTrappe,5
1439,dbechelli,5
1440,razzera,0
1441,tainanflores,22
1442,Daquisu,4
1443,julia-otomoduarte,4
1444,Storedias,4
1445,hamzaa53,24
1446,jrvidotti,11
1447,modeldb-consultoria,3
1448,HPleite01,24
1449,ShowtimeProp,24
1450,alexdistegit,24
1451,rychaardm,24
1452,climacompany,24
1453,opttai,111
1454,jorceli,111
1455,ensinardigitaldev,111
1456,MauMauRobert,11
1457,ryankoh2864,11
1458,Amr-Abdelaziz,11
1459,gyulamester,11
1460,alepfilho,11
1461,jeorgy,11
1462,saulotarsobc,11
1463,FagnerSiriano,11
1464,leogarrido96,11
1465,williambauch,11
1466,IOhacker,11
1467,starteventos,11
1468,mirkarpude,11
1469,pedrolabreu,11
1470,caam1406,11
1471,smoldah,11
1472,Dilshad4,11
1473,Ryan03037,33
1474,leo-moraes,33
1475,hypegg,33
1476,jpmartins201,33
1477,thailonlucas,33
1478,tukangparkir2008,3
1479,phpiando,3
1480,dsalvanhini,0
1481,johnnybs2,10
1482,DRIMOL,10
1483,hudinikdev,10
1484,cendyandreoli,10
1485,tiago18fap,21
1486,gabriel-miranda7,21
1487,danilolimar,22
1488,willguitaradmfar,21
1489,dmasciel,21
1490,seckerIA,21
1491,danilobrizola,21
1492,McamargoGotWorx,21
1493,thiagofagundess,21
1494,DieGuilherme,21
1495,rodrigobatista21,21
1496,aleramirezsj,21
1497,engenheiroquant,21
1498,spartagraficos,21
1499,Caous,23
1500,mokbhai,23
1501,WarlaxZ,23
1502,WEBudoGT,22
1503,dennismartini,22
1504,wagneralmandes,18
1505,VinicioAM,31
1506,Jerribeiro1,112
1507,jeanzulk,4
1508,alexx2601,4
1509,hillux2600,3
1510,juancresc,6
1511,trevisanisolutions,6
1512,Captando,6
1513,vsalgueiro7,6
1514,flpnascimento45,6
1515,pablod1mkt,6
1516,LeoAzevedo59,6
1517,rafaeloliveiraz,6
1518,leonidasamorim,6
1519,gustavoneves1,6
1520,samuel-cardoso,6
1521,rhafiko,23
1522,diglesiasus,6
1523,JBdesarrollo,24
1524,mvmendes,24
1525,Webion2019,24
1526,danilobreda,24
1527,b8adel,24
1528,adriannoes,24
1529,Bitmerchants,24
1530,CesareIsHere,24
1531,iaurg,24
1532,luccamrofc,24
1533,alyleite,24
1534,luisfilipesant,24
1535,4y55,24
1536,heitorlopes2404,24
1537,jose-marcos-costa,24
1538,jasp402,24
1539,tjmoreira,24
1540,jpaguero,24
1541,Guiziemann,24
1542,Cunhov,24
1543,brunorbarroso,24
1544,ronanft,24
1545,automatikblog,24
1546,blopaxcl,24
1547,leonardokatayama,24
1548,sonnqdromoderno,24
1549,KauaMB2,24
1550,davinunes,24
1551,netdados,24
1552,fodaci10,24
1553,felipehunter,24
1554,jarbasmedeiros,24
1555,Teorize,24
1556,eudiegoaragao,24
1557,samchambela,24
1558,isaquetdiniz,24
1559,AlejandroCaruso21,24
1560,Danilobrm,24
1561,cassolisolucoes,24
1562,cleiton1982,24
1563,lrebola,24
1564,cakrumen,0
1565,rickdroio,0
1566,VRAutomatize,18
1567,gustavo-ferreira03,18
1568,leonardostefani,18
1569,lucasjuvencio,18
1570,matheus-zit,18
1571,jeanjonathas,13
1572,rubslopes,13
1573,j0ng4b,18
1574,iceblz,18
1575,SrJhowBR,18
1576,matheusreis-oliveira,18
1577,acantidio,18
1578,rodrigo-p-a,18
1579,Theusmasiq,18
1580,zegnhabi,18
1581,Marcel-Calheiros,18
1582,pedrolucasoliva,18
1583,joansafr,18
1584,ilicilho,18
1585,raymendoza83,18
1586,pedromedev,18
1587,nicholassantoss,13
1588,jbtonelli,18
1589,augustodv,18
1590,i-monteiro,18
1591,thesaasfactorydev,18
1592,DevKleber,18
1593,rubasolutions,18
1594,marcio-reino,18
1595,rat,18
1596,Alptecsol,18
1597,ricagmarques,18
1598,bugzoidTM,18
1599,portaltn,18
1600,cleberdorea,18
1601,xLupus,18
1602,erickbrz,18
1603,LucasBueno007,18
1604,davidsonbsb,18
1605,lordjack,18
1606,brunosantoos,18
1607,WLpereira,3
1608,markinhok2,3
1609,tiagocaus,6
1610,lucasstxp,8
1611,wallacemartinss,8
1612,bodolay-prog,8
1613,manfromearthyt,8
1614,VitorAf0nso,13
1615,HeitorAgily,24
1616,ezzCoutinho,8
1617,DaianaSimao,8
1618,musemby,8
1619,iqueroman,8
1620,NathyG2524,8
1621,piranhyak,8
1622,dariogcode,8
1623,caiogui,62
1624,alamohf,33
1625,acauaferreira,6
1626,AlexSzefezuk,113
1627,zua-1,16
1628,MichelCF,16
1629,LineckerN,8
1630,renanpupin,26
1631,TheEmanuelSampaio,15
1632,BernardoGoems,15
1633,LucasRobs,15
1634,leomeneguzzi,15
1635,exvecchio-glitch,15
1636,StbanMc,24
1637,FabioAguiar-DS,24
1638,HyperviewBrasil,3
1639,maickom88,10
1640,henrique-nhrl,10
1641,brunaagathaph1,10
1642,JuniorrMacedo,10
1643,JonathanLopesM,6
1644,RenanAmaro,10
1645,afcasasfranco,6
1646,luimatheo99,10
1647,pedrormc,10
1648,McNickSisto,10
1649,agenciageraleads,10
1650,muhbianco,6
1651,eronGreco,5
1652,rafaeltreymor,8
1653,rlabanca,8
1654,flaviabanchieri,8
1655,Leandrogri,33
1656,jhonatan2462,114
1657,himanshusdeshmukh2106,115
1658,FelipeAugusto26,115
1659,jsalonl,115
1660,J-Pster,4
1661,merxhan,4
1662,Igor1Ryan,4
1663,brunogfox,4
1664,Evilazio,4
1665,Deyvi-dev,24
1666,PedroReckelEL,3
1667,eltonciatto,3
1668,yagoylc,3
1669,ricardoabr,3
1670,sstephanyy,116
1671,leofelipet,16
1672,matheusvalexd,24
1673,devrhapp,3
1674,GlennMHT,6
1675,augustoarnold13,6
1676,joanproductivo,6
1677,arnavgupta00,26
1678,paulocoutinhox,26
1679,nogran,3
1680,tripainao,3
1681,gabriellemos197,31
1682,walisilva,31
1683,viniciustrndd,31
1684,next4dev,3
1685,leocharrua,3
1686,spuksa,3
1687,AnthonyKamers,3
1688,MateusHBLima,3
1689,Wishaal,3
1690,ridan-genius,3
1691,mmacross,3
1692,naujfract,3
1693,eliezerazevedo,3
1694,braunericardo,33
1695,bitarneto,33
1696,giordano221,23
1697,decaffinetedturtle,23
1698,imleaver,23
1699,hipur,23
1700,maxisimonazzi,23
1701,nicolas-da-flly,23
1702,RCallejo2,23
1703,Edu-Luan,23
1704,bigdatafran,23
1705,mobinulislam143,23
1706,OscarAgent,10
1707,Moisesjr20,10
1708,tallesnicacio,10
1709,LCarrati,10
1710,PVTois,18
1711,owevertonguedes,10
1712,lucianomarcelino,10
1713,PedroPaiao,10
1714,atilasilvalima,10
1715,NocaoGamificada,10
1716,monklabgit,10
1717,arthurvenicio,10
1718,jassriver,10
1719,neophitus,10
1720,hqvnet,6
1721,MaicFonseca,6
1722,rbernardes,15
1723,JVini0166,15
1724,victoreduardo,15
1725,leoruza,0
1726,armand087,3
1727,Cris123m,3
1728,lacuentadeurielpe-ctrl,3
1729,ThenucleoBen,3
1730,thiagosmagalhaes,16
1731,heitor-s,16
1732,doryashar,117
1733,aleksander-pankow,117
1734,lamurian,117
1735,alanalvestech,117
1736,faelperetta,117
1737,GuilhermeLimaSP,117
1738,eudesmcf,16
1739,ifadl,3
1740,FireguiQueen,6
1741,SiteupAgencia,6
1742,jonathancostajr,23
1743,celoooocosta,6
1744,patronotech,15
1745,augustoformentao,15
1746,EUrubatan,3
1747,leonardomarcao,13
1748,alandequeiroz,18
1749,ar3pavini,18
1750,ricardozanga,13
1751,douglas161,18
1752,michemaximus,18
1753,eduardoabreu-ia,18
1754,gustavovitor,18
1755,viniciusverasdossantos,10
1756,Gugulima,18
1757,nepogabriel,18
1758,bryanwac,18
1759,claudioferrazb,18
1760,guiant32,18
1761,iurijalmeida,18
1762,rgisjr,18
1763,jorgenascimentoifs,18
1764,mauroalexandre,18
1765,alexgomesxg,13
1766,merkys7,18
1767,diegoprodev,18
1768,alvesph99,18
1769,Tomyx15,18
1770,Dec1o,18
1771,yuribco,18
1772,ViniciusBatista32,18
1773,guiguiari,18
1774,CleissonCardoso2025,18
1775,nathan-lopes,18
1776,heitorkfh,16
1777,stavososa,4
1778,GutoMaciel,4
1779,pedrotecinf,4
1780,cristiano-dianese,4
1781,fernandocostabr420,16
1782,maionegen,24
1783,Arenaz3,18
1784,ViniSiqueira,18
1785,cookfinances,18
1786,filipehdbr,118
1787,framemktdigital,3
1788,SrOliver202023,3
1789,henriquemod,119
1790,juliomoreirx,22
1791,rodrigoBrandaoDeSouza,22
1792,VitorFOG,22
1793,MrHoss,22
1794,brunopq,4
1795,soomiltech21,4
1796,alexander-mattos,3
1797,jporre,3
1798,lbernardo,14
1799,SebasCrucer,14
1800,pmas98,3
1801,schieck0,3
1802,welber,3
1803,danjtprod13213,3
1804,tondatto,3
1805,FlossyYuri,3
1806,rafaelMelgesCruzeiro,3
1807,douglasbrandao,3
1808,pledo,3
1809,emersonart,3
1810,mahabdalla,31
1811,leandrosroc,26
1812,andreilocks,3
1813,weslleyitelx,3
1814,DaniloHNovais,3
1815,renancandido01,3
1816,minutacio,4
1817,arktnld,3
1818,User1Growth7,0
1819,DouglasRenato,11
1820,AlanCWB,17
1821,w35l3y,17
1822,gabrieldeoa,3
1823,maxthetor,3
1824,enoksaju,6
1825,moskoweb,3
1826,periclesbezerra,3
1827,matheusleite,3
1828,likamee,3
1829,phsantosti,3
1830,jeffersonfelixdev,6
1831,haluwong,3
1832,jkenterprises-34,3
1833,mario-proteus-paypal,3
1834,tardisblink,0
1835,lucasbarsottini,24
1836,marcelorl,24
1837,fabio-bix,24
1838,EnriqueGF,3
1839,marcosvb1,3
1840,henrique062,3
1841,jhonmolano09,3
1842,orabanal,3
1843,joseeavrs,3
1844,FiniAppBr,3
1845,ajudanet,3
1846,ronaldoasilva,7
1847,atp-natan,7
1848,jhernandezb85,3
1849,ragnafanaticos,31
1850,saldorflorin,31
1851,manozzo,31
1852,estvita,3
1853,igorsamuelsouza22,10
1854,ebertti,120
1855,felipeleite11,7
1856,phpnato,7
1857,IcaruuS22,15
1858,tiagoluo,15
1859,altomarketing,15
1860,ismael-rodrigo,15
1861,pinguino132,15
1862,UniVersos1,3
1863,rennanfelipeto,3
1864,AhmadBinKhalil,3
1865,EmanuelMdz,3
1866,diegolinhares,3
1867,leonardoferreiradg,3
1868,Reikagilu,3
1869,spada23,3
1870,guilhermejansen,26
1871,iAm4badd0n,2
1872,luan-nvg,3
1873,AleAmla987,3
1874,aolmkt,16
1875,mbarrosz2,16
1876,pablomarcony,16
1877,arthur7114,16
1878,jjuniorxp,16
1879,igorMSoares,9
1880,felipersteles,3
1881,jesulo,3
1882,AsasInnab,3
1883,matheus051004,3
1884,ricardoltl,3
1885,theeusmartins,4
1886,i3wu,4
1887,crbueno-git,4
1888,danielfnz,4
1889,fhelyp05,4
1890,rafaelfvalim,4
1891,juanspina,4
1892,fCaioRibeiro,13
1893,RogerioAmaral,13
1894,wallisonfelipe,13
1895,bigdubr,13
1896,MarecoX,23
1897,diegotannure,13
1898,amctecnologia,13
1899,raphaelfranca,13
1900,RuanMD,3
1901,ofmarconi,3
1902,oslec,3
1903,julianomatias,3
1904,marks-zyz,3
1905,deskzap,121
1906,alexandreviolamelo,122
1907,Franruaben11,3
1908,guille1one,3
1909,Vladosur,17
1910,s-marques,20
1911,wcruz-br,20
1912,gausinopufmt,20
1913,tmw-development,20
1914,vihdamarques,20
1915,denismachiron,20
1916,abcdefabio,20
1917,mamv2137,20
1918,edmargomes,20
1919,kowaalski,20
1920,ericomattos,20
1921,CiceroBrunelli,20
1922,lufnascimento,20
1923,francisprecisaosistemas,20
1924,rondweb,20
1925,Rigolon,20
1926,jesse-orestes,20
1927,olavuwdev,20
1928,emersonxxl,20
1929,andcapbr-hub,20
1930,djalmaaraujo,8
1931,Matheus-Matta,15
1932,poggioni-dot,15
1933,joaomachado-pg,15
1934,hmassareli,3
1935,Alex-HC2024,31
1936,nilsonchagas,3
1937,oriondesign2015,26
1938,sourcery-ai[bot],4
1939,impa365,26
1940,luckymenbr,123
1941,kakoia,5
1942,micaelmz,5
1943,alexandrereyes,4
1944,muriloleal13,5
1945,gabrielmouallem,5
1946,rodps,5
1947,github-advanced-security[bot],33
1948,copilot-pull-request-reviewer[bot],33
1949,saraivabr,4
1950,lexdigital53-cmd,124
1951,dricaroguilherme-oss,125
1952,leobar37,4
1953,ricaelchiquetti,33
1954,moothz,4
1955,FELU66,4
1956,gomessguii,4
1957,douglasdgw,4
1958,cesar-carlos,4
1959,grichaud,4
1960,AlexandreD-Martins,4
1961,FaelN1,4
1962,guedesrv,4
1963,abbjunior123-wq,126
1964,makanakidev,4
1965,letfontenelle,4
1966,JonathanLopes404,4
1967,dersonbsb2022,33
1968,Copilot,33
1969,comeca-ai,4
1970,FRANKLIMPAIXAO,127
1971,guispiller,4
1972,JamsMendez,4
1973,anasavinic,4
1974,dependabot[bot],128
1975,yuvi95,4
1976,Nocelli,4
1977,elizandropacheco,4
1978,nicobernard,129
1979,Eudanielambrosio,4
1980,JoaoArtur,4
1981,josiasmaceda,4
1982,VCalazans,4
1983,LuisSantosJS,4
1984,roberto0arruda,130
1985,codingbox2022,4
1986,HellWolf93,4
1987,saulommartins,4
1988,birizinit,131
1989,caiquezanetoni,4
1990,bilaliqbalr,4
1991,MailoncBerni,4
1992,neto-developer,4
1993,Benjadevhw,132
1994,onerrogus,4
1995,henrybarreto,4
1996,DuilioMF,133
1997,joaobuso,134
1998,Viollet190623,135
1999,Vinicyus1914,4
2000,Deepakmalik27,136
2001,coreh,4
2002,Paulo22xxt,137
2003,minarkap,4
2004,alkanarslan,4
2005,AlexisJusviack,4
2006,alkimimcitty,4
2007,Devpwilmer,4
2008,leonardocintra,4
2009,guilherme-aguilar,4
2010,VambertoFarias,4
2011,borgesthiago,4
2012,matheus-de-araujo,4
2013,pauloboc,4
2014,gbrreel,4
2015,JrStarkmidia,4
2016,victor-lucrabot,4
2017,caduzin02,4
2018,autonomaia,138
2019,matheusfterra,4
2020,skarious,4
2021,ToniShelby,4
2022,costaeder,4
2023,splusoficial,139
2024,jeremias210421,4
2025,tms-desarrollo,4
2026,samuelterra22,20
2027,thrsouza,4
2028,R0DRIG0O,4
2029,Link33d,4
2030,bessa3301,26
2031,icaro-andrade,140
2032,luiis716,4
2033,Faelst,4
2034,jeffryjdelarosa,4
2035,hygorambevtech,4
2036,andre-xizto,6
2037,ricocorreia1,4
2038,alvestassio,4
2039,namormalves,26
2040,gabrielrf97,4
2041,wilton-ferreira,4
2042,freonzx,4
2043,marceloapd,4
2044,RodriguesCosta,4
2045,mbap-dev,4
2046,LuizFelipe-LF,4
2047,jrCleber,4
2048,pedroepif,4
2049,gmackbr,141
2050,julianoaj,142
2051,fernandoralha,143
2052,AndersonSilvaCavalcante,144
2053,GrimBit1,145
2054,wayre,146
2055,erixcel,147
2056,MarceloSoaresJr,26
2057,pedro3g,148
2058,proteusbr1,149
2059,vicentewncosta,26
2060,Allyson-Santana,150
2061,jesus-chacon,151
2062,fmorett,152
2063,ScrashOff,153
2064,EdmilsonSantana,154
2065,MarksonSolutions,155
2066,joaosantanadev,156
2067,Richards0nd,157
2068,ImPedro29,158
2069,lucastononro,159
2070,AlanCezarAraujo,160
2071,help-corretora,161
2072,Alexandre-Prado,162
2073,lucasiki,163
2074,gbotelho-kalo,164
2075,fmedeiros95,165
2076,adriel12319,166
2077,yousseefspires,158
2078,robjean9,167
2079,tassomuniz,168
2080,rafaelsantana6,169
2081,deivisonrpg,170
2082,FelipeWayne,171
2083,thelioo,172
2084,computer2407,173
2085,lucas-tomasi,174
2086,oismaelash,175
2087,vagners2,176
2088,hassan3kb,177
2089,lopesfontana,178
2090,judsonjuniorr,26
2091,mtuliosan,26
2092,olaronymax,179
2093,smad-bro,180
2094,diegomustafamarino,181
2095,galaxy23db,182
2096,paulillo,26
2097,robsoncombr,183
2098,milesibastos,184
2099,yantxs,185
2100,stenioanibal,186
2101,dev-luizf,187
2102,ustoppble,188
2103,matheusmaiberg,189
2104,fabioselau077,190
2105,Ppaulo-Rocha,191
2106,raimartinsb,192
2107,jtapeg,22
2108,rafaelbatistan,193
2109,samdamazio,100
2110,cark7,194
2111,Ckk3,195
2112,Al1st1c,196
2113,neanderdev,197
2114,hopchat,198
2115,jaison-x,199
2116,altemirjosecoelho,200
2117,PauloAK,201
2118,Luis-Fernando-Developer,26
2119,MicroprocessDev,202
2120,leandrogoncalves,203
2121,gabrielporfiro,204
2122,gabrielpastori1,26
2123,renatoiub,205
2124,w3nder,62
2125,4rielmendes,206
2126,lnmesquita1,207
2127,yvescleuder,170
2128,moraisamilton,26
2129,joelemanoel,26
2130,AlanMartines,208
2131,stgcompany,209
2132,purpshell,210
2133,suissa,17
2134,codephix,3
2135,craines,211
2136,vitorogen,212
2137,mareanalitica,213
2138,IsraelXabregas,214
2139,matheuskshn,215
2140,AdsonCicilioti,3
2141,franciscoeymardneto,216
2142,grdamasceno,217
2143,unilogica,3
2144,helioelias,3
2145,csxmaia,62
