Source,Target,Weight
caiogui,fernandocostabr420,2.0
alamohf,WanderleyGrecco,4.0
acauaferreira,ragnafanaticos,2.0
MichelCF,zua-1,2.0
renanpupin,gkp1,2.0
TheEmanuelSampaio,Matheus-Matta,2.0
TheEmanuelSampaio,EnriqueGF,4.0
BernardoGoems,TheEmanuelSampaio,2.0
LucasRobs,TheEmanuelSampaio,2.0
leomeneguzzi,TheEmanuelSampaio,4.0
exvecchio-glitch,TheEmanuelSampaio,4.0
FabioAguiar-DS,StbanMc,2.0
henrique-nhrl,maickom88,2.0
brunaagathaph1,maickom88,2.0
JuniorrMacedo,maickom88,2.0
JonathanLopesM,maickom88,6.0
JonathanLopesM,cleytoncoro,2.0
RenanAmaro,maickom88,2.0
afcasasfranco,maickom88,8.0
afcasasfranco,flpnascimento45,2.0
luimatheo99,maickom88,4.0
pedrormc,maickom88,4.0
McNickSisto,maickom88,2.0
agenciageraleads,maickom88,2.0
muhbianco,flpnascimento45,2.0
flaviabanchieri,rlabanca,2.0
Leandrogri,edsonalanis,4.0
FelipeAugusto26,himanshusdeshmukh2106,2.0
jsalonl,himanshusdeshmukh2106,2.0
merxhan,J-Pster,2.0
Igor1Ryan,J-Pster,2.0
brunogfox,J-Pster,2.0
Evilazio,J-Pster,2.0
Deyvi-dev,jrvidotti,2.0
Deyvi-dev,luccamrofc,2.0
eltonciatto,PedroReckelEL,2.0
yagoylc,PedroReckelEL,2.0
ricardoabr,PedroReckelEL,2.0
leofelipet,fernandocostabr420,2.0
matheusvalexd,JBdesarrollo,4.0
GlennMHT,flpnascimento45,4.0
augustoarnold13,chetanshintre,2.0
joanproductivo,chetanshintre,2.0
tripainao,nogran,2.0
gabriellemos197,prhost,2.0
walisilva,prhost,2.0
walisilva,JeandersonR2,4.0
viniciustrndd,prhost,2.0
leocharrua,next4dev,2.0
spuksa,next4dev,2.0
AnthonyKamers,next4dev,2.0
MateusHBLima,next4dev,2.0
Wishaal,next4dev,2.0
ridan-genius,next4dev,4.0
mmacross,next4dev,2.0
naujfract,next4dev,2.0
bitarneto,braunericardo,2.0
decaffinetedturtle,giordano221,4.0
imleaver,giordano221,4.0
hipur,giordano221,2.0
maxisimonazzi,giordano221,2.0
nicolas-da-flly,giordano221,2.0
RCallejo2,giordano221,2.0
Edu-Luan,giordano221,2.0
bigdatafran,giordano221,2.0
mobinulislam143,giordano221,2.0
Moisesjr20,Arenaz3,2.0
Moisesjr20,OscarAgent,2.0
Moisesjr20,VRAutomatize,2.0
tallesnicacio,OscarAgent,2.0
LCarrati,OscarAgent,2.0
PVTois,Arenaz3,2.0
PVTois,OscarAgent,2.0
PVTois,VRAutomatize,2.0
owevertonguedes,OscarAgent,2.0
lucianomarcelino,OscarAgent,2.0
PedroPaiao,OscarAgent,2.0
atilasilvalima,OscarAgent,2.0
NocaoGamificada,OscarAgent,2.0
monklabgit,OscarAgent,2.0
arthurvenicio,OscarAgent,2.0
jassriver,OscarAgent,2.0
neophitus,OscarAgent,4.0
MaicFonseca,hqvnet,2.0
JVini0166,rbernardes,2.0
victoreduardo,rbernardes,2.0
Cris123m,armand087,2.0
lacuentadeurielpe-ctrl,armand087,2.0
ThenucleoBen,armand087,2.0
heitor-s,thiagosmagalhaes,2.0
aleksander-pankow,doryashar,2.0
lamurian,doryashar,4.0
alanalvestech,doryashar,4.0
faelperetta,doryashar,2.0
GuilhermeLimaSP,doryashar,4.0
ifadl,PedroReckelEL,2.0
FireguiQueen,cleytoncoro,4.0
SiteupAgencia,cleytoncoro,2.0
jonathancostajr,s-marques,2.0
jonathancostajr,cleytoncoro,4.0
celoooocosta,VRAutomatize,2.0
celoooocosta,cleytoncoro,2.0
augustoformentao,patronotech,2.0
leonardomarcao,Arenaz3,2.0
leonardomarcao,VRAutomatize,8.0
alandequeiroz,VRAutomatize,2.0
ar3pavini,VRAutomatize,2.0
ricardozanga,Arenaz3,2.0
ricardozanga,VRAutomatize,18.0
douglas161,VRAutomatize,2.0
michemaximus,VRAutomatize,2.0
eduardoabreu-ia,VRAutomatize,10.0
gustavovitor,VRAutomatize,10.0
viniciusverasdossantos,VRAutomatize,2.0
viniciusverasdossantos,Alex-HC2024,2.0
Gugulima,VRAutomatize,2.0
nepogabriel,VRAutomatize,2.0
bryanwac,VRAutomatize,14.0
claudioferrazb,VRAutomatize,2.0
guiant32,VRAutomatize,4.0
iurijalmeida,VRAutomatize,2.0
rgisjr,VRAutomatize,2.0
jorgenascimentoifs,VRAutomatize,2.0
mauroalexandre,VRAutomatize,2.0
alexgomesxg,Arenaz3,2.0
alexgomesxg,VRAutomatize,2.0
merkys7,VRAutomatize,2.0
diegoprodev,VRAutomatize,2.0
alvesph99,VRAutomatize,2.0
Tomyx15,VRAutomatize,2.0
Dec1o,VRAutomatize,2.0
yuribco,VRAutomatize,2.0
ViniciusBatista32,VRAutomatize,2.0
guiguiari,VRAutomatize,2.0
CleissonCardoso2025,VRAutomatize,2.0
nathan-lopes,VRAutomatize,2.0
heitorkfh,leofelipet,2.0
stavososa,DAVIAMERICO242,2.0
stavososa,theeusmartins,2.0
GutoMaciel,stavososa,2.0
pedrotecinf,stavososa,2.0
cristiano-dianese,stavososa,2.0
maionegen,Deyvi-dev,2.0
ViniSiqueira,Arenaz3,2.0
cookfinances,Arenaz3,2.0
rodrigoBrandaoDeSouza,juliomoreirx,4.0
VitorFOG,juliomoreirx,2.0
MrHoss,juliomoreirx,2.0
brunopq,ddavid-almeida,2.0
soomiltech21,ddavid-almeida,2.0
jporre,alexander-mattos,2.0
SebasCrucer,lbernardo,2.0
welber,schieck0,4.0
tondatto,danjtprod13213,2.0
FlossyYuri,danjtprod13213,2.0
rafaelMelgesCruzeiro,danjtprod13213,2.0
douglasbrandao,danjtprod13213,2.0
pledo,danjtprod13213,2.0
emersonart,danjtprod13213,2.0
mahabdalla,Thyanri,2.0
leandrosroc,moraisamilton,4.0
leandrosroc,edisonmartinsmkt,8.0
leandrosroc,Luis-Fernando-Developer,36.0
leandrosroc,JeandersonR2,4.0
leandrosroc,MarceloSoaresJr,4.0
leandrosroc,judsonjuniorr,12.0
andreilocks,JeandersonR2,2.0
DaniloHNovais,weslleyitelx,2.0
renancandido01,weslleyitelx,2.0
minutacio,DAVIAMERICO242,2.0
DouglasRenato,yuri12344,2.0
AlanCWB,rafwell,2.0
w35l3y,rafwell,2.0
maxthetor,gabrieldeoa,2.0
periclesbezerra,moskoweb,2.0
matheusleite,moskoweb,6.0
likamee,moskoweb,2.0
phsantosti,moskoweb,2.0
jeffersonfelixdev,ragnafanaticos,6.0
jeffersonfelixdev,luccamrofc,2.0
marcelorl,lucasbarsottini,2.0
fabio-bix,lucasbarsottini,2.0
marcosvb1,EnriqueGF,2.0
henrique062,EnriqueGF,2.0
jhonmolano09,EnriqueGF,2.0
orabanal,EnriqueGF,2.0
joseeavrs,EnriqueGF,2.0
FiniAppBr,EnriqueGF,2.0
ajudanet,EnriqueGF,2.0
ronaldoasilva,tonimoreiraa,2.0
atp-natan,tonimoreiraa,2.0
saldorflorin,ragnafanaticos,2.0
manozzo,ragnafanaticos,6.0
phpnato,felipeleite11,2.0
tiagoluo,IcaruuS22,2.0
altomarketing,IcaruuS22,2.0
ismael-rodrigo,IcaruuS22,2.0
pinguino132,IcaruuS22,4.0
rennanfelipeto,UniVersos1,2.0
AhmadBinKhalil,UniVersos1,2.0
EmanuelMdz,UniVersos1,2.0
luan-nvg,iAm4badd0n,2.0
aolmkt,leofelipet,2.0
mbarrosz2,leofelipet,2.0
pablomarcony,leofelipet,2.0
arthur7114,leofelipet,2.0
jjuniorxp,leofelipet,2.0
igorMSoares,julioantunes-ti,2.0
AsasInnab,jesulo,2.0
ricardoltl,matheus051004,2.0
i3wu,theeusmartins,2.0
crbueno-git,theeusmartins,4.0
danielfnz,theeusmartins,4.0
fhelyp05,theeusmartins,4.0
rafaelfvalim,theeusmartins,2.0
juanspina,theeusmartins,2.0
RogerioAmaral,fCaioRibeiro,2.0
wallisonfelipe,fCaioRibeiro,2.0
bigdubr,fCaioRibeiro,6.0
MarecoX,fCaioRibeiro,6.0
MarecoX,Matheus-Matta,2.0
diegotannure,fCaioRibeiro,2.0
amctecnologia,fCaioRibeiro,2.0
raphaelfranca,fCaioRibeiro,4.0
ofmarconi,RuanMD,2.0
oslec,RuanMD,2.0
julianomatias,RuanMD,4.0
marks-zyz,RuanMD,2.0
guille1one,Franruaben11,2.0
Vladosur,rafwell,2.0
wcruz-br,s-marques,2.0
gausinopufmt,s-marques,4.0
tmw-development,s-marques,2.0
vihdamarques,s-marques,4.0
denismachiron,s-marques,8.0
abcdefabio,s-marques,2.0
mamv2137,s-marques,2.0
edmargomes,s-marques,2.0
kowaalski,s-marques,2.0
ericomattos,s-marques,2.0
CiceroBrunelli,s-marques,2.0
lufnascimento,s-marques,2.0
francisprecisaosistemas,s-marques,2.0
rondweb,s-marques,2.0
Rigolon,s-marques,2.0
jesse-orestes,s-marques,2.0
olavuwdev,s-marques,2.0
emersonxxl,s-marques,4.0
andcapbr-hub,s-marques,2.0
poggioni-dot,Matheus-Matta,2.0
joaomachado-pg,Matheus-Matta,2.0
sourcery-ai[bot],pedroepif,6.0
sourcery-ai[bot],DavidsonGomes,4.0
sourcery-ai[bot],nestordavalos,8.0
sourcery-ai[bot],leandrosroc,16.0
sourcery-ai[bot],davidmnzs,4.0
sourcery-ai[bot],w35l3y,16.0
sourcery-ai[bot],jeffersonfelixdev,6.0
sourcery-ai[bot],jamesjhonatan123,8.0
sourcery-ai[bot],nandobfer,8.0
sourcery-ai[bot],nolramaf,30.0
sourcery-ai[bot],guilhermejansen,16.0
sourcery-ai[bot],caiobleggi,4.0
sourcery-ai[bot],edisonmartinsmkt,4.0
sourcery-ai[bot],lucascampuus,6.0
sourcery-ai[bot],Vitordotpy,38.0
sourcery-ai[bot],theeusmartins,6.0
sourcery-ai[bot],andres99x,8.0
sourcery-ai[bot],anderecc,4.0
sourcery-ai[bot],msantosjader,6.0
sourcery-ai[bot],Deyvi-dev,4.0
sourcery-ai[bot],frieck,18.0
sourcery-ai[bot],rafwell,4.0
sourcery-ai[bot],arnavgupta00,6.0
sourcery-ai[bot],paulocoutinhox,4.0
sourcery-ai[bot],Santosl2,16.0
sourcery-ai[bot],oriondesign2015,20.0
sourcery-ai[bot],Cranbaerry,6.0
sourcery-ai[bot],fernandeshenrique15,4.0
sourcery-ai[bot],kakoia,4.0
sourcery-ai[bot],kay0ramon,6.0
sourcery-ai[bot],micaelmz,6.0
sourcery-ai[bot],foqc,6.0
sourcery-ai[bot],alexandrereyes,6.0
sourcery-ai[bot],muriloleal13,8.0
sourcery-ai[bot],gabrielmouallem,6.0
sourcery-ai[bot],rodps,4.0
sourcery-ai[bot],furious,4.0
sourcery-ai[bot],saraivabr,26.0
sourcery-ai[bot],leobar37,4.0
sourcery-ai[bot],ricaelchiquetti,38.0
sourcery-ai[bot],Daquisu,4.0
sourcery-ai[bot],moothz,18.0
sourcery-ai[bot],FELU66,4.0
sourcery-ai[bot],gomessguii,8.0
sourcery-ai[bot],douglasdgw,4.0
sourcery-ai[bot],cesar-carlos,16.0
sourcery-ai[bot],grichaud,8.0
sourcery-ai[bot],AlexandreD-Martins,8.0
sourcery-ai[bot],FaelN1,4.0
sourcery-ai[bot],guedesrv,26.0
sourcery-ai[bot],makanakidev,4.0
sourcery-ai[bot],letfontenelle,10.0
sourcery-ai[bot],JonathanLopes404,4.0
sourcery-ai[bot],dersonbsb2022,16.0
sourcery-ai[bot],comeca-ai,10.0
sourcery-ai[bot],guispiller,8.0
sourcery-ai[bot],JamsMendez,4.0
sourcery-ai[bot],anasavinic,4.0
sourcery-ai[bot],yuvi95,28.0
sourcery-ai[bot],Nocelli,8.0
sourcery-ai[bot],JefersonRamos,22.0
sourcery-ai[bot],elizandropacheco,6.0
sourcery-ai[bot],Eudanielambrosio,4.0
sourcery-ai[bot],victoreduardo,30.0
sourcery-ai[bot],JoaoArtur,10.0
sourcery-ai[bot],josiasmaceda,10.0
sourcery-ai[bot],VCalazans,30.0
sourcery-ai[bot],LuisSantosJS,46.0
sourcery-ai[bot],codingbox2022,4.0
sourcery-ai[bot],RaFaeL-Cunha,16.0
sourcery-ai[bot],HellWolf93,4.0
sourcery-ai[bot],saulommartins,8.0
sourcery-ai[bot],caiquezanetoni,4.0
sourcery-ai[bot],bilaliqbalr,8.0
sourcery-ai[bot],MailoncBerni,4.0
sourcery-ai[bot],michaelvips,12.0
sourcery-ai[bot],neto-developer,4.0
sourcery-ai[bot],onerrogus,8.0
sourcery-ai[bot],henrybarreto,26.0
sourcery-ai[bot],Vinicyus1914,4.0
sourcery-ai[bot],KokeroO,78.0
sourcery-ai[bot],coreh,4.0
sourcery-ai[bot],juniortopanotti,4.0
sourcery-ai[bot],minarkap,10.0
sourcery-ai[bot],alkanarslan,4.0
sourcery-ai[bot],AlexisJusviack,6.0
sourcery-ai[bot],alkimimcitty,28.0
sourcery-ai[bot],Devpwilmer,4.0
sourcery-ai[bot],leonardocintra,4.0
sourcery-ai[bot],guilherme-aguilar,4.0
sourcery-ai[bot],VambertoFarias,4.0
sourcery-ai[bot],borgesthiago,6.0
sourcery-ai[bot],pauloboc,4.0
sourcery-ai[bot],gbrreel,4.0
sourcery-ai[bot],JrStarkmidia,4.0
sourcery-ai[bot],victor-lucrabot,6.0
sourcery-ai[bot],caduzin02,8.0
sourcery-ai[bot],matheusfterra,4.0
sourcery-ai[bot],skarious,4.0
sourcery-ai[bot],ToniShelby,8.0
sourcery-ai[bot],costaeder,16.0
sourcery-ai[bot],jeremias210421,10.0
sourcery-ai[bot],tms-desarrollo,16.0
sourcery-ai[bot],samuelterra22,6.0
sourcery-ai[bot],thrsouza,10.0
sourcery-ai[bot],R0DRIG0O,4.0
sourcery-ai[bot],Link33d,4.0
sourcery-ai[bot],luiis716,4.0
sourcery-ai[bot],Faelst,4.0
sourcery-ai[bot],jeffryjdelarosa,6.0
sourcery-ai[bot],pedro-php,78.0
sourcery-ai[bot],hygorambevtech,4.0
sourcery-ai[bot],ricocorreia1,6.0
sourcery-ai[bot],alvestassio,4.0
sourcery-ai[bot],gabrielrf97,8.0
sourcery-ai[bot],wilton-ferreira,18.0
sourcery-ai[bot],freonzx,6.0
sourcery-ai[bot],marceloapd,14.0
sourcery-ai[bot],RodriguesCosta,4.0
sourcery-ai[bot],mbap-dev,10.0
sourcery-ai[bot],LuizFelipe-LF,4.0
sourcery-ai[bot],jrCleber,8.0
impa365,oriondesign2015,6.0
github-advanced-security[bot],KokeroO,14.0
github-advanced-security[bot],ricaelchiquetti,28.0
github-advanced-security[bot],JefersonRamos,42.0
github-advanced-security[bot],jamesjhonatan123,14.0
copilot-pull-request-reviewer[bot],jamesjhonatan123,4.0
copilot-pull-request-reviewer[bot],dersonbsb2022,12.0
Copilot,dersonbsb2022,18.0
matheus-de-araujo,borgesthiago,4.0
JrStarkmidia,matheusfterra,4.0
bessa3301,paulocoutinhox,6.0
andre-xizto,jeffersonfelixdev,4.0
namormalves,guilhermejansen,6.0
vicentewncosta,leandrosroc,4.0
ImPedro29,yousseefspires,6.0
judsonjuniorr,paulillo,6.0
judsonjuniorr,leandrosroc,4.0
judsonjuniorr,mtuliosan,6.0
samdamazio,francisbreit,4.0
gabrielpastori1,leandrosroc,4.0
gabrielpastori1,edisonmartinsmkt,4.0
gabrielpastori1,judsonjuniorr,4.0
w3nder,suissa,12.0
yvescleuder,deivisonrpg,6.0
joelemanoel,leandrosroc,4.0
csxmaia,w3nder,4.0
