Vertex,Label,DegreeCentrality,BetweennessCentrality,ClosenessCentrality,PageRank
946,jeanmaule,0.000233,0.000000,0.000622,0.000070
947,dev-alexandreoliveira,0.000233,0.000000,0.000622,0.000070
948,JOAO322323232323,0.000233,0.000000,0.000622,0.000070
949,marcelosaguiar,0.000233,0.000000,0.000622,0.000070
950,odirlon,0.000466,0.000000,0.000000,0.000130
951,edivaldosegundo,0.000233,0.000000,0.000466,0.000070
952,MozanielPSC,0.000466,0.000000,0.005507,0.000070
953,felipecontroll,0.000233,0.000000,0.005345,0.000070
954,teovillanueva,0.001399,0.000000,0.000000,0.000268
955,marcelomagfor,0.000233,0.000000,0.000466,0.000070
956,hericogimo,0.000466,0.000000,0.000932,0.000070
957,aherrh02,0.000233,0.000000,0.000466,0.000070
958,stuartffh,0.000932,0.000000,0.000000,0.000234
959,hosanah,0.000233,0.000000,0.000466,0.000070
960,Wesley232-oa,0.000000,0.000000,0.000000,0.000070
961,uwe72,0.000466,0.000000,0.000000,0.000130
962,thallesbrandao,0.000233,0.000000,0.000466,0.000070
963,cesarka1,0.000233,0.000000,0.000466,0.000070
964,lucianomdo,0.000233,0.000000,0.000466,0.000070
965,joaosouz4dev,0.002098,0.000036,0.000932,0.000399
966,edfvalim,0.000466,0.000000,0.001243,0.000070
967,viniciusconexi9,0.000233,0.000000,0.000839,0.000070
968,gustavo-diniz,0.000233,0.000000,0.000839,0.000070
969,jungabriel56,0.000000,0.000000,0.000000,0.000070
970,SharkBounty,0.000233,0.000000,0.000000,0.000070
971,jorgevelosodev,0.000233,0.000000,0.000000,0.000129
972,RECOHA,0.000233,0.000000,0.000466,0.000070
973,BYMSA-DEX,0.000466,0.000000,0.000000,0.000100
974,saulobborges,0.000466,0.000000,0.000932,0.000070
975,smartscaile,0.001399,0.000000,0.000000,0.000801
976,najiro8v,0.000233,0.000000,0.000466,0.000070
977,thefelipefreire,0.000233,0.000000,0.000466,0.000070
978,Danielwebgit,0.000233,0.000000,0.000466,0.000070
979,dree4312,0.000233,0.000000,0.000000,0.000070
980,decodegear,0.000233,0.000000,0.001446,0.000070
981,Midasstart,0.000699,0.000000,0.003968,0.000070
982,RenanBucci,0.000233,0.000000,0.001446,0.000070
983,rafaelget,0.000466,0.000000,0.002542,0.000070
984,0xluc,0.000233,0.000000,0.001446,0.000070
985,iBandMarketing,0.000233,0.000000,0.001446,0.000070
986,thallesmitchell,0.000233,0.000000,0.001446,0.000070
987,edneymatias,0.000233,0.000000,0.001446,0.000070
988,eTrinityE,0.000466,0.000000,0.000000,0.000100
989,luizpaulomonteiro,0.000233,0.000000,0.001295,0.000070
990,aabnoguera,0.000233,0.000000,0.001295,0.000070
991,Leonardo-cp-ai,0.000466,0.000000,0.001678,0.000070
992,atendiatec,0.000233,0.000000,0.001295,0.000070
993,GabrielCannavo,0.000233,0.000000,0.001295,0.000070
994,RSGestoria,0.000466,0.000000,0.001678,0.000070
995,rodrigossoares322,0.000466,0.000000,0.000000,0.001146
996,warley-oliveira,0.000466,0.000000,0.000932,0.000070
997,Meicer10,0.000466,0.000000,0.000000,0.000100
998,joaobibiano,0.000466,0.000000,0.000932,0.000070
999,mdaushi,0.000233,0.000000,0.001295,0.000070
1000,Kaique-Grigoletto,0.003730,0.000012,0.001457,0.000494
1001,juniorsereno,0.000466,0.000000,0.001399,0.000070
1002,gabrieljablonski,0.000233,0.000000,0.001199,0.000070
1003,lourencoerick,0.000233,0.000000,0.001199,0.000070
1004,fscardua,0.000233,0.000000,0.001199,0.000070
1005,MuriloAMiranda147,0.002564,0.000000,0.000000,0.000571
1006,gabialvarenga,0.000233,0.000000,0.000466,0.000070
1007,luanmbrito,0.000233,0.000000,0.000466,0.000070
1008,victorpergher,0.000932,0.000000,0.000932,0.000130
1009,pedroramosuerj,0.000699,0.000000,0.001243,0.000070
1010,arthurcts,0.000233,0.000000,0.000466,0.000070
1011,hustle-inc7,0.000233,0.000000,0.000466,0.000070
1012,felipeandrewtwo,0.000233,0.000000,0.000466,0.000070
1013,IsmaelGGomes,0.000233,0.000000,0.000466,0.000070
1014,willianbsb,0.003497,0.000299,0.001925,0.001141
1015,matheuscampbell,0.000233,0.000000,0.001925,0.000070
1016,mhisistemas,0.000233,0.000000,0.001925,0.000070
1017,tiagoviniciosia,0.000233,0.000000,0.001925,0.000070
1018,JorgeHRP,0.000699,0.000000,0.000000,0.000224
1019,emariot,0.000233,0.000000,0.000466,0.000070
1020,victorhugo-applicativa,0.000699,0.000000,0.000000,0.000189
1021,BrunetoPassagens,0.000233,0.000000,0.000466,0.000070
1022,caetanopacheco,0.000233,0.000000,0.000839,0.000070
1023,joaoguilhermeeu,0.000932,0.000011,0.002842,0.000108
1024,salmiox,0.002098,0.000000,0.000000,0.000465
1025,vinicin7,0.003963,0.000101,0.003471,0.000481
1026,Isaac-alencar,0.000233,0.000000,0.000466,0.000070
1027,vmontoyasmtop,0.000233,0.000000,0.000466,0.000070
1028,Floryvibla,0.000233,0.000000,0.000466,0.000070
1029,msmaiza,0.000233,0.000000,0.000466,0.000070
1030,Srreven,0.001166,0.000003,0.001865,0.000088
1031,MatheusMoraisDescomplica,0.000699,0.000000,0.000000,0.000105
1032,josevitor676,0.002797,0.000000,0.000000,0.000656
1033,rodrigocabraln,0.000233,0.000000,0.000466,0.000070
1034,cliquemania,0.000233,0.000000,0.000466,0.000070
1035,FedrigoSmart,0.000233,0.000000,0.000466,0.000070
1036,icaro-dahora,0.000233,0.000000,0.000466,0.000070
1037,andersonluciano,0.000233,0.000000,0.000466,0.000070
1038,jonassilva90,0.000233,0.000000,0.000466,0.000070
1039,santoswillames,0.000233,0.000000,0.000466,0.000070
1040,ederson44,0.000233,0.000000,0.000466,0.000070
1041,adaptesolucoes,0.000233,0.000000,0.000466,0.000070
1042,CarlosWss,0.000466,0.000000,0.000932,0.000070
1043,Rody-Nunes,0.000699,0.000000,0.000000,0.000136
1044,pess0a,0.002098,0.000000,0.004127,0.000070
1045,pedroyuuki,0.000233,0.000000,0.000466,0.000070
1046,valneimelo,0.000466,0.000000,0.001888,0.000070
1047,Gabrklein,0.000233,0.000000,0.001705,0.000070
1048,brvt,0.000699,0.000000,0.002419,0.000070
1049,yydevelopment,0.003497,0.000014,0.000466,0.000713
1050,jotaperez3,0.000466,0.000000,0.001291,0.000070
1051,Rodrigo131102,0.000233,0.000000,0.000622,0.000070
1052,pr-maia,0.000233,0.000000,0.000622,0.000070
1053,TheCsarbeat,0.000233,0.000000,0.000622,0.000070
1054,EmanoelFaria,0.000233,0.000000,0.000622,0.000070
1055,cvrtopher,0.000233,0.000000,0.000622,0.000070
1056,cygustronic,0.000233,0.000000,0.000622,0.000070
1057,guilhermeverdoodt,0.000233,0.000000,0.000622,0.000070
1058,tonz1818,0.000233,0.000000,0.000000,0.000070
1059,pablodiegoo,0.001166,0.000000,0.000000,0.000237
1060,ViniciusCortez0202,0.000233,0.000000,0.000466,0.000070
1061,rogpessoa,0.000233,0.000000,0.000466,0.000070
1062,socger,0.000466,0.000000,0.000000,0.000090
1063,EltonPereira12,0.000699,0.000000,0.001526,0.000070
1064,Gabriel-Souza2,0.001632,0.000000,0.000000,0.000409
1065,diegofss11,0.000466,0.000000,0.001243,0.000070
1066,diegoqantas,0.000233,0.000000,0.000466,0.000070
1067,jamesjhonatan123,0.001166,0.000010,0.000466,0.000171
1068,rodrigo-ogioni,0.004196,0.000105,0.000699,0.002672
1069,RafaelDomenegueti,0.000233,0.000000,0.000746,0.000070
1070,WagnerWolf,0.000233,0.000000,0.000746,0.000070
1071,LuccaDurigan,0.000233,0.000000,0.000746,0.000070
1072,mstuttgart,0.000233,0.000000,0.000746,0.000070
1073,Jacodom,0.000233,0.000000,0.000746,0.000070
1074,Dza-12,0.000233,0.000000,0.000746,0.000070
1075,kileandrasoares,0.001632,0.000012,0.000746,0.000421
1076,brunoscruz2023,0.000233,0.000000,0.000746,0.000070
1077,medeiroscv,0.000233,0.000000,0.000746,0.000070
1078,PedroProduct,0.000466,0.000000,0.000000,0.000130
1079,dionepereirass,0.000233,0.000000,0.000466,0.000070
1080,lucsqroz,0.001865,0.000000,0.000000,0.000475
1081,jsKahne,0.000233,0.000000,0.000466,0.000070
1082,davidtmiranda,0.000233,0.000000,0.000466,0.000070
1083,rafaelmacedox,0.000233,0.000000,0.000466,0.000070
1084,HambaBersalah,0.000466,0.000000,0.000932,0.000070
1085,nextcomm,0.000233,0.000000,0.000466,0.000070
1086,solucionesiacloud,0.000699,0.000000,0.001066,0.000070
1087,almirb,0.001166,0.000000,0.000000,0.000259
1088,lucasamaral11,0.000233,0.000000,0.000466,0.000070
1089,luiseduardoluz,0.000233,0.000000,0.001199,0.000070
1090,jesserovira,0.000466,0.000000,0.001523,0.000070
1091,viegasozeias,0.001399,0.000000,0.000000,0.000314
1092,Guidmr,0.000233,0.000000,0.000466,0.000070
1093,LucasPolicenter,0.000233,0.000000,0.000466,0.000070
1094,kennedysmartins,0.000233,0.000000,0.000466,0.000070
1095,clebiano,0.000233,0.000000,0.000466,0.000070
1096,phoenixsampras,0.000233,0.000000,0.000000,0.000070
1097,fabioaragao,0.000466,0.000000,0.000466,0.000070
1098,InfiniteGear,0.004895,0.000000,0.000000,0.001590
1099,schimaia1,0.003263,0.000013,0.001399,0.000633
1100,flavionc,0.000233,0.000000,0.000466,0.000070
1101,rocketagenciaseo,0.000932,0.000000,0.001865,0.000070
1102,sonnpaulo,0.000466,0.000000,0.000932,0.000070
1103,ladeiraluiz,0.000233,0.000000,0.000466,0.000070
1104,victorconde1,0.000233,0.000000,0.000466,0.000070
1105,rodrigorossi22,0.000233,0.000000,0.000466,0.000070
1106,Thiagogestormkt,0.000233,0.000000,0.000466,0.000070
1107,smartflixbr,0.000233,0.000000,0.000466,0.000070
1108,vitormrsp,0.000233,0.000000,0.000466,0.000070
1109,tcghiraldiniapi,0.000233,0.000000,0.001925,0.000070
1110,edisonmartinsmkt,0.001399,0.000027,0.004069,0.000125
1111,antonio-abrantes,0.000233,0.000000,0.001925,0.000070
1112,ASchneiderBR,0.000233,0.000000,0.002842,0.000070
1113,celobusana,0.000233,0.000000,0.002842,0.000070
1114,ThiagoSenaJT,0.000233,0.000000,0.002842,0.000070
1115,carrati,0.000233,0.000000,0.002842,0.000070
1116,EzequiasCandeia,0.000233,0.000000,0.002842,0.000070
1117,jilcimar,0.000233,0.000000,0.000993,0.000070
1118,youngkhaf,0.000233,0.000000,0.000993,0.000070
1119,jlenon7,0.000233,0.000000,0.000993,0.000070
1120,Henriquuepedro,0.000466,0.000000,0.002596,0.000070
1121,onovotrafego,0.000466,0.000000,0.000000,0.000130
1122,RenanPiffer,0.000233,0.000000,0.000466,0.000070
1123,MayconSantosBR,0.000233,0.000000,0.001880,0.000070
1124,wlucenasec,0.000233,0.000000,0.001880,0.000070
1125,GabePaduch,0.000233,0.000000,0.001880,0.000070
1126,mariogalvao,0.000233,0.000000,0.001880,0.000070
1127,juan-duran,0.000233,0.000000,0.001880,0.000070
1128,anderecc,0.000466,0.000000,0.000000,0.000071
1129,jhonwimo,0.000466,0.000000,0.000000,0.000152
1130,djgoulart,0.001166,0.000032,0.002295,0.000383
1131,githubsaturn,0.000233,0.000000,0.000000,0.000070
1132,dudis,0.000233,0.000000,0.001166,0.000070
1133,voodobr,0.000233,0.000000,0.001166,0.000070
1134,pachecothiago,0.000233,0.000000,0.001166,0.000070
1135,matsnascimento,0.000466,0.000000,0.000000,0.000084
1136,marceel08,0.000233,0.000000,0.000000,0.000070
1137,fokc1509,0.001632,0.000041,0.001716,0.000369
1138,prhost,0.002564,0.000059,0.001945,0.000530
1139,suporteaoficina,0.000233,0.000000,0.001457,0.000070
1140,Jp-K,0.000233,0.000000,0.001457,0.000070
1141,Marloncristianolp,0.000233,0.000000,0.001199,0.000070
1142,mauro-andre,0.000233,0.000000,0.000000,0.000070
1143,jwcaceres78,0.000932,0.000000,0.000000,0.000278
1144,IAntropo,0.000233,0.000000,0.000466,0.000070
1145,Procuria,0.000233,0.000000,0.000466,0.000070
1146,aliuosio,0.000233,0.000000,0.000466,0.000070
1147,vilsonnjr,0.000466,0.000000,0.000932,0.000070
1148,drauber,0.000699,0.000001,0.000839,0.000090
1149,erildobarone,0.000466,0.000000,0.000466,0.000070
1150,jhonatantav,0.000699,0.000000,0.000000,0.000209
1151,jhonathanabreu,0.000699,0.000000,0.001865,0.000070
1152,Marcone-zz,0.000233,0.000000,0.000466,0.000070
1153,StarTron,0.000233,0.000000,0.000466,0.000070
1154,Rafhageek,0.000466,0.000000,0.000000,0.000130
1155,nmultimidia,0.000233,0.000000,0.000466,0.000070
1156,brunofelixbessa,0.000699,0.000000,0.000000,0.000198
1157,tallesairan,0.000233,0.000000,0.000466,0.000070
1158,SimpleDevSam,0.000466,0.000000,0.003017,0.000070
1159,joaoporth,0.000233,0.000000,0.002803,0.000070
1160,paulognu,0.000233,0.000000,0.002803,0.000070
1161,toledopiza,0.000233,0.000000,0.002803,0.000070
1162,regisnew,0.000233,0.000000,0.002803,0.000070
1163,mBraga28,0.000233,0.000000,0.002803,0.000070
1164,rafwell,0.002331,0.000007,0.001457,0.000331
1165,alexjlutke,0.000233,0.000000,0.001199,0.000070
1166,spacephotosp,0.000233,0.000000,0.001880,0.000070
1167,Santosl2,0.001399,0.000000,0.004491,0.000070
1168,josemgjunior,0.000932,0.000000,0.003885,0.000070
1169,EDSONN56,0.000466,0.000000,0.000466,0.000070
1170,Talhary,0.000466,0.000000,0.000000,0.000130
1171,gabrielgranado,0.000233,0.000000,0.000466,0.000070
1172,LeonardoSFreire,0.000932,0.000000,0.000000,0.000157
1173,fernandeshenrique15,0.000466,0.000000,0.000466,0.000070
1174,henriqueapgomes,0.000233,0.000000,0.000000,0.000070
1175,foqc,0.000466,0.000000,0.000466,0.000070
1176,guilombardi91,0.000932,0.000000,0.000000,0.000168
1177,EmmersonRodrigues,0.000466,0.000000,0.000932,0.000070
1178,jwcunhagit,0.000233,0.000000,0.000000,0.000070
1179,sacaciabesac,0.000233,0.000000,0.000000,0.000070
1180,enbellotto,0.000233,0.000000,0.000000,0.000070
1181,Fernacom-Sistemas,0.000233,0.000000,0.000000,0.000070
1182,radamesbispo,0.000699,0.000000,0.000000,0.000211
1183,joaohenriquecs87,0.000233,0.000000,0.000466,0.000070
1184,davidlustosa,0.000466,0.000000,0.000000,0.000100
1185,Raphaildest,0.003263,0.000000,0.000000,0.000662
1186,adelmops,0.000233,0.000000,0.000466,0.000070
1187,bahoan,0.000932,0.000000,0.000000,0.000146
1188,matheuspinhati,0.000233,0.000000,0.000466,0.000070
1189,huenderpereira,0.000000,0.000000,0.000000,0.000070
1190,rogeriolixa,0.002331,0.000000,0.000000,0.000458
1191,carnivash,0.000233,0.000000,0.000466,0.000070
1192,wilerptech,0.000233,0.000000,0.000466,0.000070
1193,ViliNeto,0.000699,0.000000,0.001399,0.000070
1194,muno3421,0.000233,0.000000,0.000466,0.000070
1195,wigo007,0.000233,0.000000,0.000466,0.000070
1196,FIXONWEB,0.000233,0.000000,0.000466,0.000070
1197,palvesgomes73,0.000466,0.000000,0.000000,0.000083
1198,master-kenobi,0.000466,0.000000,0.000000,0.000071
1199,xespi,0.000233,0.000000,0.002842,0.000070
1200,hermespereira,0.000233,0.000000,0.000466,0.000070
1201,Vinaum8,0.000932,0.000000,0.000932,0.000130
1202,jwdutra,0.002098,0.000000,0.000000,0.000385
1203,rdtecnologia,0.000233,0.000000,0.000466,0.000070
1204,ramonmatias19,0.000233,0.000000,0.000466,0.000070
1205,coffeverton,0.000233,0.000000,0.000466,0.000070
1206,eduardoboca,0.000233,0.000000,0.000466,0.000070
1207,JGabriel963,0.000699,0.000000,0.000000,0.000189
1208,EffEmPee,0.000233,0.000000,0.000466,0.000070
1209,jjctmoto,0.000233,0.000000,0.000466,0.000070
1210,g-vrd,0.000466,0.000000,0.000000,0.000071
1211,jrcobenar,0.000233,0.000000,0.000000,0.000070
1212,przewodo,0.000233,0.000000,0.000000,0.000070
1213,diogodomanski,0.000699,0.000000,0.001049,0.000070
1214,agenciasinapse,0.000932,0.000000,0.000000,0.000645
1215,Lucasjnt,0.000233,0.000000,0.000466,0.000070
1216,jvamancio,0.000233,0.000000,0.001066,0.000070
1217,negociartech,0.000233,0.000000,0.001066,0.000070
1218,marcolinoffls,0.000233,0.000000,0.001066,0.000070
1219,fabiodevn1,0.000233,0.000000,0.001066,0.000070
1220,DouglasSalvagni,0.000000,0.000000,0.000000,0.000070
1221,srpavani,0.001632,0.000000,0.000000,0.000485
1222,guipi3,0.000233,0.000000,0.000466,0.000070
1223,vdiaza,0.000233,0.000000,0.000466,0.000070
1224,ssouza,0.000233,0.000000,0.000466,0.000070
1225,JVSC99,0.000233,0.000000,0.000466,0.000070
1226,Tuphiq,0.000932,0.000000,0.000000,0.000248
1227,Vitorwerneck,0.000233,0.000000,0.000466,0.000070
1228,GranamyrBR,0.000233,0.000000,0.000466,0.000070
1229,franklinmoreiras,0.000233,0.000000,0.000466,0.000070
1230,multideskio,0.000233,0.000000,0.012478,0.000070
1231,CampeloMarcos,0.000233,0.000000,0.012478,0.000070
1232,mathias-ctrl,0.000233,0.000000,0.012478,0.000070
1233,CarlosSLoureiro,0.000699,0.000000,0.000000,0.000309
1234,llfaria,0.000233,0.000000,0.000466,0.000070
1235,hatembadran,0.000466,0.000000,0.000000,0.000231
1236,wandrey7,0.000233,0.000000,0.000699,0.000070
1237,halarumdigital,0.000932,0.000000,0.000000,0.000320
1238,gmarruda,0.000233,0.000000,0.000466,0.000070
1239,ArielS1,0.000466,0.000000,0.000932,0.000070
1240,kuncoroatmojo,0.001399,0.000000,0.000000,0.000398
1241,muava12,0.000699,0.000000,0.001678,0.000070
1242,alenicomar,0.000233,0.000000,0.000466,0.000070
1243,MaiconFelicio,0.000233,0.000000,0.000466,0.000070
1244,martoni891,0.000699,0.000000,0.000000,0.000101
1245,robinhodemorais,0.000466,0.000000,0.002454,0.000070
1246,Rodribm10,0.000466,0.000000,0.000000,0.000100
1247,santos78-hub,0.001166,0.000000,0.000000,0.000268
1248,amirhamzh,0.000233,0.000000,0.000466,0.000070
1249,Pantaleaogc,0.000233,0.000000,0.000466,0.000070
1250,agencia904,0.000699,0.000000,0.001492,0.000070
1251,EduardoDos-SantosP,0.000233,0.000000,0.000466,0.000070
1252,dv336699,0.000466,0.000000,0.002098,0.000087
1253,leonardopilz,0.000233,0.000000,0.013899,0.000070
1254,guigagb,0.000699,0.000000,0.014345,0.000070
1255,joaopauloit,0.000699,0.000000,0.000000,0.000144
1256,FabioHAraujo,0.000932,0.000000,0.001943,0.000070
1257,nayralopes,0.000233,0.000000,0.000466,0.000070
1258,JOESTAR117,0.002331,0.000002,0.000466,0.000459
1259,crmkt,0.000233,0.000000,0.000622,0.000070
1260,factcil-web,0.000233,0.000000,0.000622,0.000070
1261,fakipper,0.000233,0.000000,0.000622,0.000070
1262,leonardo-lacerda,0.000233,0.000000,0.000622,0.000070
1263,GustavoElevenX,0.000233,0.000000,0.000622,0.000070
1264,Limeirelles,0.000233,0.000000,0.000622,0.000070
1265,george-WSS,0.000233,0.000000,0.002098,0.000070
1266,iagocotta,0.000233,0.000000,0.002098,0.000070
1267,pedro-php,0.000466,0.000000,0.002098,0.000070
1268,autotrafego,0.000466,0.000000,0.002454,0.000070
1269,ygorsantana,0.000233,0.000000,0.002098,0.000070
1270,clsshbr2,0.000233,0.000000,0.002098,0.000070
1271,faganello,0.000233,0.000000,0.002098,0.000070
1272,martinsjr,0.000233,0.000000,0.002098,0.000070
1273,prospeccaodigital,0.000233,0.000000,0.002098,0.000070
1274,IGPGCOMERCIO,0.000466,0.000000,0.000000,0.000085
1275,autonom-ia,0.000466,0.000000,0.000000,0.000100
1276,axonia-tools,0.000466,0.000000,0.000932,0.000070
1277,marcelinhov2,0.000932,0.000000,0.000000,0.000210
1278,brunopinto123,0.000466,0.000000,0.000000,0.000130
1279,R4T0,0.000233,0.000000,0.000466,0.000070
1280,osombot,0.000233,0.000000,0.000839,0.000070
1281,GabrielAlmeida987,0.000000,0.000000,0.000000,0.000070
1282,nerosolutions,0.000233,0.000000,0.005345,0.000070
1283,kyulucas,0.000233,0.000000,0.005345,0.000070
1284,vinidevai,0.000233,0.000000,0.005345,0.000070
1285,gtjadsonsantos,0.000233,0.000000,0.005345,0.000070
1286,ryzinN,0.000233,0.000000,0.005345,0.000070
1287,viniciusvieira00,0.000233,0.000000,0.005345,0.000070
1288,fabiofrances,0.001166,0.000014,0.005949,0.000130
1289,tmsdesarrollo3,0.000466,0.000000,0.005507,0.000070
1290,romiltolopes,0.000233,0.000000,0.005345,0.000070
1291,Infomaquina,0.000233,0.000000,0.005345,0.000070
1292,LucasCorrei,0.000233,0.000000,0.005345,0.000070
1293,jayveloper,0.000233,0.000000,0.005345,0.000070
1294,gdok-gestao,0.000233,0.000000,0.005345,0.000070
1295,edimarsiqueira90,0.001166,0.000000,0.000000,0.000560
1296,Felizolinha,0.000233,0.000000,0.000466,0.000070
1297,Jeferson-Diniz,0.000233,0.000000,0.000466,0.000070
1298,RafaFenix,0.000233,0.000000,0.005201,0.000070
1299,andersonid,0.000233,0.000000,0.005201,0.000070
1300,gcbcarneiro,0.000699,0.000000,0.005689,0.000070
1301,augustobr1to,0.000466,0.000000,0.005321,0.000070
1302,andressalvarez,0.001632,0.000000,0.000000,0.000387
1303,grupojr7,0.000699,0.000000,0.002742,0.000070
1304,tuliosousapro,0.000233,0.000000,0.000466,0.000070
1305,davidneyravyr,0.000233,0.000000,0.000466,0.000070
1306,MMaiconnascimento,0.000233,0.000000,0.000466,0.000070
1307,MustaCH,0.000233,0.000000,0.000466,0.000070
1308,nitinsanghi,0.000233,0.000000,0.000466,0.000070
1309,BryanVillaDev,0.000699,0.000000,0.000466,0.000130
1310,Saccomani,0.000233,0.000000,0.000622,0.000070
1311,italomarcelogit,0.002331,0.000007,0.001457,0.000290
1312,DarciCJr,0.000233,0.000000,0.001199,0.000070
1313,dctsistemas,0.000233,0.000000,0.001199,0.000070
1314,joao-baza,0.001399,0.000019,0.000466,0.001299
1315,matefs,0.000466,0.000000,0.000000,0.000085
1316,deivid2025,0.000233,0.000000,0.000000,0.000070
1317,luisphtrindade,0.000699,0.000000,0.000000,0.000189
1318,igordeloyola,0.000233,0.000000,0.000466,0.000070
1319,emarineli,0.000233,0.000000,0.000000,0.000070
1320,liota,0.000699,0.000000,0.000000,0.000130
1321,Pezhvak,0.000466,0.000000,0.000932,0.000070
1322,ap4everthing,0.000466,0.000000,0.000000,0.000131
1323,fernandoa935,0.000233,0.000000,0.000000,0.000071
1324,lmontelatto,0.000233,0.000000,0.000000,0.000071
1325,rcesar,0.004196,0.000013,0.000932,0.000742
1326,jrafael29,0.000233,0.000000,0.000839,0.000070
1327,bergpinheiro,0.000466,0.000000,0.000839,0.000070
1328,JordyContador,0.000233,0.000000,0.000839,0.000070
1329,alissonamorim2004,0.000233,0.000000,0.000839,0.000070
1330,ElitonJSJr,0.000233,0.000000,0.000839,0.000070
1331,DiegoFalabella,0.000233,0.000000,0.000839,0.000070
1332,ribeiro-automatize,0.000233,0.000000,0.000839,0.000070
1333,admdanielspalma,0.000466,0.000000,0.000466,0.000071
1334,ifai-ai,0.000233,0.000000,0.000622,0.000070
1335,tiburssio,0.000233,0.000000,0.000622,0.000070
1336,Matheus-SS,0.000233,0.000000,0.000622,0.000070
1337,rafaelmenon,0.000233,0.000000,0.000000,0.000071
1338,GilMedeiros,0.000932,0.000000,0.000000,0.001235
1339,prudenciooficial,0.000233,0.000000,0.000466,0.000070
1340,Gabriel-oc1,0.001166,0.000000,0.000000,0.000190
1341,Raulcvf1,0.000233,0.000000,0.000466,0.000070
1342,usjavs14,0.000466,0.000000,0.000000,0.000131
1343,IchthysMaranatha,0.000233,0.000000,0.000466,0.000070
1344,Bruno-Butzke,0.000466,0.000000,0.000000,0.000100
1345,osmarkozanjr,0.001166,0.000000,0.002331,0.000070
1346,luislhsc,0.000233,0.000000,0.012478,0.000070
1347,parkejunior,0.001166,0.000003,0.000622,0.000207
1348,raphamzn,0.000233,0.000000,0.000699,0.000070
1349,paulop,0.000233,0.000000,0.000699,0.000070
1350,lucasnp92,0.001632,0.000000,0.000000,0.000355
1351,nikolinm,0.000233,0.000000,0.000466,0.000070
1352,luizphelipes,0.000233,0.000000,0.000466,0.000070
1353,NieriDantas,0.000466,0.000000,0.000932,0.000070
1354,PetersonFonseca,0.000233,0.000000,0.000466,0.000070
1355,brunoagentes2025-dot,0.000233,0.000000,0.000466,0.000070
1356,marcelloinfoweb,0.000466,0.000000,0.001291,0.000070
1357,alebraso,0.000699,0.000000,0.000000,0.000189
1358,elimesquita,0.000233,0.000000,0.000466,0.000070
1359,ravanellodev,0.000233,0.000000,0.000466,0.000070
1360,iphoneconsult,0.000699,0.000000,0.000000,0.000490
1361,Romulorib25,0.000466,0.000000,0.000932,0.000070
1362,darkklin,0.001399,0.000005,0.000699,0.000417
1363,sergio-scardigno,0.000233,0.000000,0.000746,0.000070
1364,patrickmau,0.001399,0.000010,0.001060,0.000491
1365,yewkay,0.000699,0.000000,0.001632,0.000070
1366,sergiodmcosta86,0.000466,0.000000,0.001060,0.000070
1367,jaimenasser,0.000932,0.000000,0.000000,0.000219
1368,luismata01,0.000233,0.000000,0.000466,0.000070
1369,scsrat,0.000233,0.000000,0.000466,0.000070
1370,Pbizado,0.000466,0.000000,0.000000,0.000130
1371,rojdev,0.000233,0.000000,0.000466,0.000070
1372,eugeniocarvalho,0.000233,0.000000,0.001180,0.000070
1373,marcelo-candido,0.003730,0.000003,0.000466,0.000872
1374,juanjosesarabia,0.000233,0.000000,0.000622,0.000070
1375,Samu3l-95,0.000233,0.000000,0.000622,0.000070
1376,tecvirtua,0.000233,0.000000,0.000622,0.000070
1377,maisSistemasDev,0.000233,0.000000,0.000622,0.000070
1378,charlesbatemarque,0.000233,0.000000,0.000622,0.000070
1379,PabloBernar,0.000233,0.000000,0.000622,0.000070
1380,dih1,0.000233,0.000000,0.000622,0.000070
1381,moraiscode,0.000233,0.000000,0.000622,0.000070
1382,IntezMercurio,0.000233,0.000000,0.000622,0.000070
1383,lucasstro,0.000233,0.000000,0.000622,0.000070
1384,oluanferreira,0.000233,0.000000,0.000622,0.000070
1385,rrnazario,0.000233,0.000000,0.000622,0.000070
1386,Vutsoga22,0.000233,0.000000,0.000622,0.000070
1387,erpwoosync,0.000932,0.000011,0.000987,0.000435
1388,thexiox,0.004196,0.000023,0.001523,0.000813
1389,Wibbox,0.000233,0.000000,0.000000,0.000070
1390,IgorFSSilva,0.000699,0.000000,0.000000,0.000217
1391,Hedriss10,0.000233,0.000000,0.000777,0.000070
1392,bparreira17,0.000466,0.000000,0.001049,0.000070
1393,caiython,0.000233,0.000000,0.000777,0.000070
1394,al3xv0lk,0.000233,0.000000,0.000777,0.000070
1395,chetanshintre,0.002331,0.000000,0.000000,0.001036
1396,RodrigoFacioDev,0.000233,0.000000,0.000466,0.000070
1397,kondurisai,0.000699,0.000000,0.001399,0.000070
1398,luisotavio756,0.000233,0.000000,0.000466,0.000070
1399,Juan-Alves-1,0.000233,0.000000,0.000466,0.000070
1400,ip2cloud,0.001632,0.000006,0.001492,0.000308
1401,cowaleinc,0.001166,0.000003,0.001166,0.000141
1402,n-qber,0.000233,0.000000,0.001166,0.000070
1403,arthurprudenteres,0.000233,0.000000,0.001166,0.000070
1404,diego-lipinski-de-castro,0.000932,0.000000,0.001865,0.000070
1405,ViniciusLucas14,0.002331,0.000000,0.000000,0.001223
1406,AL-ALIE,0.000233,0.000000,0.000466,0.000070
1407,thiago-rferreira,0.000233,0.000000,0.000466,0.000070
